3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;FALSCH;01.01.2024;18.7034338712692;4.52077649533749;11.3837644457817;29.1798233985901;3_Monate;Mitte November bis Mitte Februar;176;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;FALSCH;01.02.2024;24.7344344854355;6.81828632950783;13.8159424066544;40.2516454458237;2_Monate;Mitte Dezember bis Mitte März;104;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;FALSCH;01.03.2024;NA;NA;NA;NA;3_Monate;Mitte Januar bis Mitte April;NA;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;FALSCH;01.04.2024;NA;NA;NA;NA;3_Monate;Mitte Februar bis Mitte Mai;NA;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;FALSCH;01.05.2024;NA;NA;NA;NA;3_Monate;Mitte März bis Mitte Juni;NA;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;FALSCH;01.06.2024;22.3674952983856;6.35843798518181;12.3243361711502;37.129008769989;2_Monate;Mitte April bis Mitte Juli;119;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;FALSCH;01.07.2024;21.1634263396263;4.69694621860981;13.3905217051506;31.7920953035355;3_Monate;Mitte Mai bis Mitte August;205;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;FALSCH;01.08.2024;21.7068806290627;4.51268032193184;14.1454741358757;31.8125158548355;3_Monate;Mitte Juni bis Mitte September;254;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;WAHR;01.01.2024;19.6911126375198;5.89580796658993;10.56047976017;33.7382227182388;3_Monate;Mitte November bis Mitte Februar;176;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;WAHR;01.02.2024;29.4526815414429;9.15525630116463;14.968167245388;49.7525662183762;2_Monate;Mitte Dezember bis Mitte März;104;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;WAHR;01.03.2024;NA;NA;NA;NA;3_Monate;Mitte Januar bis Mitte April;NA;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;WAHR;01.04.2024;NA;NA;NA;NA;3_Monate;Mitte Februar bis Mitte Mai;NA;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;WAHR;01.05.2024;NA;NA;NA;NA;3_Monate;Mitte März bis Mitte Juni;NA;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;WAHR;01.06.2024;22.0589831471443;7.34572485089302;10.9132878482342;39.5360171794891;2_Monate;Mitte April bis Mitte Juli;119;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;WAHR;01.07.2024;21.9125136733055;5.6096076965332;12.8608107566833;34.7913831472397;3_Monate;Mitte Mai bis Mitte August;205;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;18-29 Jahre;WAHR;01.08.2024;22.100231051445;5.68530336022377;12.9309251904488;35.1468652486801;3_Monate;Mitte Juni bis Mitte September;254;5333
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;30-44 Jahre;FALSCH;01.01.2024;17.130734026432;3.27708460390568;11.6208456456661;24.528032541275;3_Monate;Mitte November bis Mitte Februar;299;10084
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;30-44 Jahre;FALSCH;01.02.2024;22.3535522818565;4.32804636657238;15.0087639689445;31.94180727005;2_Monate;Mitte Dezember bis Mitte März;163;10084
3_Monate_Anteile;GAD-2;kategorial;Altersgruppe;30-44 Jahre;FALSCH;01.03.2024;NA;NA;NA;NA;3_Monate;Mitte Januar bis Mitte April;NA;10084
